video_path,gt_label,pred_label,confidence,video_correct,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_accuracy,switch_rate,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,playing paintball,0.3838129426751818,0,29,20,9,0.05,0.42105263157894735,10.53837500003283,10.854535000726173,30.31627155172414,86.92466875127866,91.35668554690783
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,abseiling,0.9536490956942241,1,35,30,5,1.0,0.0,11.229003332967599,13.701354999830071,15.0365234375,75.09484062439878,76.3624994267176
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,abseiling,0.9897011303901673,1,29,25,4,1.0,0.0,10.950060000031954,12.887319998844756,46.71029768318966,111.67676249911892,107.61693500003196
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,air drumming,0.8771431570251783,1,29,24,5,0.5,0.17391304347826086,11.337879166452089,13.617749998411453,32.35846578663793,93.93176093776128,93.66205722634793
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_axE99QAhe8_000026_000036.mp4,air drumming,playing organ,0.9127276218854464,0,34,27,7,0.14814814814814814,0.4230769230769231,11.743159259317004,13.053299999955925,25.26467715992647,93.76172187557677,86.48010225700219
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_dbcJuKJQNs_000040_000050.mp4,air drumming,air drumming,0.5235798635653087,1,27,22,5,0.9545454545454546,0.09523809523809523,11.028404545537672,12.236229999689385,33.906430844907405,94.18652968734386,95.25931718758312
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\answering_questions\_5PV4fkZisA_000139_000149.mp4,answering questions,answering questions,0.8856771330038706,1,35,30,5,1.0,0.0,11.19071000017963,12.96739000135858,33.520842633928574,95.7540265628486,94.72668005226296
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\answering_questions\_5VCfqc1Q0Q_000040_000050.mp4,answering questions,answering questions,0.4699199130901924,1,35,28,7,0.4642857142857143,0.4444444444444444,10.24335357137066,10.978084999987912,29.987527901785715,96.8725578119047,90.32336194190637
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\answering_questions\_5W9Fxl_dFE_000186_000196.mp4,answering questions,testifying,0.945565938949585,0,16,14,2,0.0,0.0,10.516114286344548,11.455755000497447,30.5499267578125,92.54516875196714,91.07261540241598
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\applauding\0nd-Gc3HkmU_000019_000029.mp4,applauding,testifying,0.835411528746287,0,13,9,4,0.0,0.125,10.922788888920978,11.64684000032139,22.821063701923077,86.72482343632146,83.38470295142098
