name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min,_score_acc,_score_latency,_score_stability,_score_drop,tradeoff_score
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,11.4998085049146,13.68019999936223,30.95332048549601,64.94081382793229,62.478730666676014,0.1272199349958512,18.892504200000985,0.3148750700000164,0.8000000000000003,0.9989584529906839,0.8345619985333746,0.9514563106796117,0.8782893668185038
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.658669471872953,12.49442000043928,30.95332048549601,94.20356882867782,91.63759163363436,0.1272199349958512,17.68099429999711,0.2946832383332852,0.8000000000000003,0.9715496809793132,0.8345619985333746,0.9514563106796117,0.8700667352150927
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.529576096702344,11.788299999170704,61.90664097099203,96.55893265660416,92.48742042022518,0.1272199349958512,17.54699089999849,0.2924498483333081,0.8000000000000003,0.9707508581622367,0.8345619985333746,0.9514563106796117,0.8698270883699698
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,50.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.924463205047005,12.370919999375474,61.90664097099203,126.32211265595834,122.88230752856984,0.1272199349958512,18.112670499998785,0.3018778416666464,0.8000000000000003,0.9421802452014634,0.8345619985333746,0.9514563106796117,0.8612559044817377
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,11.753583733794272,14.51923500189878,30.95332048549601,65.35078453084134,62.75558830432338,0.1277973403014327,18.775026200000863,0.3129171033333477,0.8000000000000003,0.998698212102726,0.8293851373269902,0.7815533980582524,0.8607033171693421
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_100_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,100.0,0.01,0.0,80,20,20,0,0.65,0.7714589466182934,7,13,1129,1117,12,0.6159355416293644,10.82111736798431,12.372800000593998,30.95332048549601,144.57254882848065,141.80003952974573,0.1272199349958512,18.00645319999967,0.3001075533333278,0.8000000000000003,0.9243979386847584,0.8345619985333746,0.9514563106796117,0.8559212125267263
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.654191589560847,12.340525000763591,30.95332048549601,94.1893145309441,91.65619616008996,0.1277973403014327,17.276808899998287,0.2879468149999714,0.8000000000000003,0.9715321930800231,0.8293851373269902,0.7815533980582524,0.8525535114625313
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.05,0.0,80,20,20,0,0.65,0.770843373457059,7,13,1129,1082,47,0.6173752310536045,10.64456229205344,12.028629999804252,61.90664097099203,96.25882906181504,92.64857143311168,0.1277973403014327,17.25247390000004,0.2875412316666673,0.8000000000000003,0.9705993792901156,0.8293851373269902,0.7815533980582524,0.8522736673255591
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.01,0.0,80,20,20,0,0.65,0.7653104647749333,7,13,568,559,9,0.6171735241502684,11.2102794276346,13.083249999544934,30.990036655479752,64.33884765638359,62.23927232790294,0.160251196923991,9.82632999999987,0.1637721666666645,0.8000000000000003,0.9991835392524926,0.5384125575414744,0.9660194174757282,0.8501982592774683
chunk_frames_8__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_2__jpeg_quality_80,x3d_xs,pytorchvideo_hub,8,6,182,182,8,8.0,20.0,0.2,0.0,80,20,20,0,0.7,0.594512530518706,7,12,508,416,92,0.5961538461538461,10.948265144022049,12.270500003069174,61.98887718380905,95.71607672016545,93.1682757547492,0.2203034670008354,9.29950860000099,0.1549918100000165,1.0,0.9701108671606047,0.0,0.5631067961165048,0.8473439397598318
