video_path,gt_label,chunk_id,start_sec,end_sec,pred_label,pred_label_raw,confidence,infer_ms,payload_kb,tx_ms,queue_ms,network_delay_ms,first_result_ms,end_to_end_ms,dropped,correct
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,0,0.0,7.2,rock climbing,rock climbing,0.217101588845253,8.889400000043679,113.0927734375,113.0927734375,0.0,20.0,141.98217343754368,141.98217343754368,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,1,0.32,7.52,playing paintball,playing paintball,0.28459832072257996,9.003999999549706,117.50390625,117.50390625,0.0,20.0,141.98217343754368,146.5079062495497,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,2,0.64,7.84,playing paintball,playing paintball,0.2830485999584198,9.726500000397209,120.150390625,120.150390625,0.0,20.0,141.98217343754368,149.8768906253972,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,3,0.96,8.16,playing paintball,playing paintball,0.21281278133392334,9.12629999947967,118.3349609375,118.3349609375,0.0,20.0,141.98217343754368,147.46126093697967,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,4,1.28,8.48,playing paintball,playing paintball,0.29001012444496155,9.736799998790957,119.9345703125,119.9345703125,0.0,20.0,141.98217343754368,149.67137031129096,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,5,1.6,8.8,playing paintball,playing paintball,0.27208083868026733,10.525300000153948,123.5390625,123.5390625,0.0,20.0,141.98217343754368,154.06436250015395,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,6,1.92,9.12,playing paintball,playing paintball,0.26657792925834656,13.800100001390092,120.59765625,120.59765625,0.0,20.0,141.98217343754368,154.3977562513901,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\-3B32lodo2M_000059_000069.mp4,abseiling,7,2.24,9.44,playing paintball,playing paintball,0.28306329250335693,12.528599996585399,123.8564453125,123.8564453125,0.0,20.0,141.98217343754368,156.3850453090854,0,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,0,0.0,6.0,abseiling,abseiling,0.8023784756660461,10.751400004664902,57.5478515625,57.5478515625,0.0,20.0,88.2992515671649,88.2992515671649,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,1,0.26666666666666666,6.266666666666667,abseiling,abseiling,0.7468177676200867,9.492500001215376,57.51953125,57.51953125,0.0,20.0,88.2992515671649,87.01203125121538,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,2,0.5333333333333333,6.533333333333333,abseiling,abseiling,0.5826181173324585,9.649700004956685,57.3779296875,57.3779296875,0.0,20.0,88.2992515671649,87.02762969245669,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,3,0.8,6.8,abseiling,abseiling,0.8482276797294617,9.577500000887085,57.4375,57.4375,0.0,20.0,88.2992515671649,87.01500000088708,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,4,1.0666666666666667,7.066666666666666,abseiling,abseiling,0.7553149461746216,12.6687999945716,57.3544921875,57.3544921875,0.0,20.0,88.2992515671649,90.0232921820716,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,5,1.3333333333333333,7.333333333333333,abseiling,abseiling,0.6583152413368225,9.766600000148173,56.8818359375,56.8818359375,0.0,20.0,88.2992515671649,86.64843593764817,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,6,1.6,7.6,abseiling,abseiling,0.8655056357383728,9.878300006676,56.8828125,56.8828125,0.0,20.0,88.2992515671649,86.761112506676,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,7,1.8666666666666667,7.866666666666666,abseiling,abseiling,0.7614580392837524,15.612499999406282,57.009765625,57.009765625,0.0,20.0,88.2992515671649,92.62226562440628,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,8,2.1333333333333333,8.133333333333333,abseiling,abseiling,0.6554559469223022,10.092500000610016,56.9453125,56.9453125,0.0,20.0,88.2992515671649,87.03781250061002,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,9,2.4,8.4,abseiling,abseiling,0.8829628229141235,10.690299997804686,57.8876953125,57.8876953125,0.0,20.0,88.2992515671649,88.57799531030469,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,10,2.6666666666666665,8.666666666666666,abseiling,abseiling,0.831104576587677,10.632099998474587,59.9208984375,59.9208984375,0.0,20.0,88.2992515671649,90.55299843597459,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,11,2.933333333333333,8.933333333333334,,,0.0,,60.373046875,60.373046875,0.0,20.0,,,1,0
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,12,3.2,9.2,abseiling,abseiling,0.9250189065933228,10.955500001728069,61.6943359375,61.6943359375,0.0,20.0,88.2992515671649,92.64983593922807,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_4YTwq0-73Y_000044_000054.mp4,abseiling,13,3.466666666666667,9.466666666666667,abseiling,abseiling,0.8908268213272095,9.682600000815,63.451171875,63.45117187500001,0.0,20.0,88.2992515671649,93.133771875815,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,0,0.0,7.2,abseiling,abseiling,0.968180239200592,11.024400002497714,190.0771484375,190.0771484375,0.0,20.0,221.1015484399977,221.1015484399977,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,1,0.32,7.52,abseiling,abseiling,0.9844001531600952,9.54959999944549,190.1474609375,190.1474609375,0.0,20.0,221.1015484399977,219.6970609369455,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,2,0.64,7.84,abseiling,abseiling,0.9817454218864441,9.31989999662619,190.0439453125,190.0439453125,0.0,20.0,221.1015484399977,219.3638453091262,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,3,0.96,8.16,abseiling,abseiling,0.9665504097938538,9.265300002880394,189.501953125,189.501953125,0.0,20.0,221.1015484399977,218.7672531278804,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,4,1.28,8.48,abseiling,abseiling,0.9838867783546448,11.093299995991401,188.9697265625,188.9697265625,0.0,20.0,221.1015484399977,220.0630265584914,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,5,1.6,8.8,abseiling,abseiling,0.9835038185119629,8.950700001150835,186.732421875,186.732421875,0.0,20.0,221.1015484399977,215.68312187615084,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,6,1.92,9.12,abseiling,abseiling,0.9705687165260315,8.675400000356603,186.19921875,186.19921875,0.0,20.0,221.1015484399977,214.8746187503566,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\abseiling\_EDt9CNqqxk_000260_000270.mp4,abseiling,7,2.24,9.44,abseiling,abseiling,0.9905595183372498,10.162899998249486,183.77734375,183.77734375,0.0,20.0,221.1015484399977,213.9402437482495,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,0,0.0,7.2,air drumming,air drumming,0.9454531669616699,9.8911999957636,127.080078125,127.080078125,0.0,20.0,156.9712781207636,156.9712781207636,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,1,0.32,7.52,air drumming,air drumming,0.9948036074638367,9.083500000997446,127.7646484375,127.76464843749999,0.0,20.0,156.9712781207636,156.84814843849745,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,2,0.64,7.84,air drumming,air drumming,0.8654698729515076,10.662299995601643,128.3408203125,128.3408203125,0.0,20.0,156.9712781207636,159.00312030810164,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,3,0.96,8.16,air drumming,air drumming,0.7418109178543091,12.02729999931762,128.748046875,128.748046875,0.0,20.0,156.9712781207636,160.77534687431762,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,4,1.28,8.48,air drumming,air drumming,0.9447475075721741,9.857300006842706,129.2236328125,129.2236328125,0.0,20.0,156.9712781207636,159.0809328193427,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,5,1.6,8.8,air drumming,air drumming,0.6481256484985352,10.409999995317776,129.5966796875,129.5966796875,0.0,20.0,156.9712781207636,160.00667968281778,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,6,1.92,9.12,air drumming,air drumming,0.46380144357681274,9.228500006429385,129.7919921875,129.7919921875,0.0,20.0,156.9712781207636,159.02049219392939,0,1
C:\Users\zx\Desktop\scenario2_pose_lab\scenario2_pose_lab\tiny-Kinetics-400\air_drumming\_9SlRyQ2Aio_000192_000202.mp4,air drumming,7,2.24,9.44,air drumming,air drumming,0.7047538757324219,13.981500000227243,130.4521484375,130.4521484375,0.0,20.0,156.9712781207636,164.43364843772724,0,1
