name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,1.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.474704357436629,11.259044999314938,231.0065855551497,245.2738242504478,240.20883701991812,0.1642710709574906,20.347773100002087,0.3391295516667014
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,1.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.4347283604395,11.568705004901854,231.0065855551497,265.2986722512054,260.168861022921,0.1642710709574906,20.199667799999588,0.3366611299999931
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,1.0,50.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.429779837517229,11.373519997869153,231.0065855551497,295.1788702503603,290.1639124999988,0.1642710709574906,20.14397430000099,0.3357329050000165
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,4.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.427175849377871,11.550010002974886,57.75164638878744,68.6975420618488,67.11070901499825,0.1642710709574906,20.113434200000484,0.3352239033333414
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,4.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.50954852291614,11.769415001253943,57.75164638878744,88.86176606246735,87.19308168853652,0.1642710709574906,20.264781399993808,0.3377463566665634
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,4.0,50.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.4822874446139,11.641130003772558,57.75164638878744,118.78229206340038,117.16582061023428,0.1642710709574906,20.307825399999277,0.3384637566666545
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.531350812481469,11.878995000006396,28.87582319439372,39.64846803173423,38.37311739529166,0.1642710709574906,20.458148599995184,0.340969143333253
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.38443914324723,11.30557999604207,28.87582319439372,59.638514030299845,58.22620572605742,0.1642710709574906,20.12941870000213,0.3354903116667022
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,50.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.461860044406585,11.526050000247777,28.87582319439372,89.44028203193447,88.30362662721677,0.1642710709574906,20.233747300000687,0.3372291216666781
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_1_0__network_delay_ms_0_0__packet_loss_0_05__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,1.0,0.0,0.05,0.0,80,50,50,0,0.82,0.7675605023477199,17,23,1369,1313,56,0.7265803503427266,9.399209367940108,11.311279999790711,231.0065855551497,245.14144099977327,240.0127553980239,0.1652919123382246,19.75745189999725,0.3292908649999541
